Date,Product,Sales,Inventory
2026-06-28,Tablet,54,120
2026-06-29,Tablet,44,120
2026-06-30,Tablet,49,120
2026-07-01,Tablet,37,120
2026-07-02,Tablet,48,120
2026-07-03,Tablet,47,120
2026-07-04,Tablet,62,120
2026-07-05,Tablet,61,120
2026-07-06,Tablet,64,120
2026-07-07,Tablet,43,120
2026-07-08,Tablet,44,120
2026-07-09,Tablet,44,120
2026-07-10,Tablet,44,120
2026-07-11,Tablet,56,120
2026-07-12,Tablet,69,120
2026-07-13,Tablet,59,120
2026-07-14,Tablet,45,120
2026-07-15,Tablet,44,120
2026-07-16,Tablet,53,120
2026-07-17,Tablet,46,120
2026-07-18,Tablet,66,120
2026-07-19,Tablet,63,120
2026-07-20,Tablet,39,120
2026-07-21,Tablet,61,120
2026-07-22,Tablet,63,120
2026-07-23,Tablet,46,120
2026-07-24,Tablet,47,120
2026-07-25,Tablet,64,120
2026-07-26,Tablet,64,120
2026-07-27,Tablet,54,120
2026-07-28,Tablet,64,120
2026-07-29,Tablet,48,120
2026-07-30,Tablet,44,120
2026-07-31,Tablet,40,120
2026-08-01,Tablet,56,120
2026-08-02,Tablet,61,120
2026-08-03,Tablet,61,120
2026-08-04,Tablet,45,120
2026-08-05,Tablet,50,120
2026-08-06,Tablet,48,120
2026-08-07,Tablet,56,120
2026-08-08,Tablet,77,120
2026-08-09,Tablet,55,120
2026-08-10,Tablet,43,120
2026-08-11,Tablet,53,120
2026-08-12,Tablet,50,120
2026-08-13,Tablet,58,120
2026-08-14,Tablet,49,120
2026-08-15,Tablet,54,120
2026-08-16,Tablet,60,120
2026-08-17,Tablet,51,120
2026-08-18,Tablet,49,120
2026-08-19,Tablet,46,120
2026-08-20,Tablet,50,120
2026-08-21,Tablet,50,120
2026-08-22,Tablet,63,120
2026-08-23,Tablet,58,120
2026-08-24,Tablet,40,120
2026-08-25,Tablet,42,120
2026-08-26,Tablet,49,120
2026-08-27,Tablet,34,120
